Property_ID,Address,Value_2023,Link,area
R359787,"1704 CHALK CV, CEDAR PARK, TX  78613","$558,414",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359787,"3,466 Sq. Ft"
R359788,"1706 CHALK CV, CEDAR PARK, TX  78613","$615,723",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359788,"3,539 Sq. Ft"
R359789,"1708 CHALK CV, CEDAR PARK, TX  78613","$593,222",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359789,"3,213 Sq. Ft"
R359790,"1710 CHALK CV, CEDAR PARK, TX  78613","$584,708",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359790,"3,404 Sq. Ft"
R359791,"1712 CHALK CV, CEDAR PARK, TX  78613","$588,368",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359791,"2,890 Sq. Ft"
R359792,"1711 CHALK CV, CEDAR PARK, TX  78613","$475,973",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359792,"2,403 Sq. Ft"
R359793,"1709 CHALK CV, CEDAR PARK, TX  78613","$465,026",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359793,"2,287 Sq. Ft"
R359794,"1707 CHALK CV, CEDAR PARK, TX  78613","$581,151",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359794,"3,124 Sq. Ft"
R359795,"1705 CHALK CV, CEDAR PARK, TX  78613","$450,768",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359795,"2,288 Sq. Ft"
R359796,"1703 CHALK CV, CEDAR PARK, TX  78613","$488,090",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359796,"2,651 Sq. Ft"
R359797,"1309 CHALK LN, CEDAR PARK, TX  78613","$562,375",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359797,"3,556 Sq. Ft"
R359798,"1307 CHALK LN, CEDAR PARK, TX  78613","$523,718",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359798,"2,437 Sq. Ft"
R359799,"1305 CHALK LN, CEDAR PARK, TX  78613","$554,684",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359799,"2,834 Sq. Ft"
R359800,"1303 CHALK LN, CEDAR PARK, TX  78613","$591,119",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359800,"2,653 Sq. Ft"
R359801,"1708 BARRILLA ST, CEDAR PARK, TX  78613","$575,913",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359801,"3,547 Sq. Ft"
R359802,"1710 BARRILLA ST, CEDAR PARK, TX  78613","$433,765",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359802,"1,910 Sq. Ft"
R359803,"1712 BARRILLA ST, CEDAR PARK, TX  78613","$548,228",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359803,"3,289 Sq. Ft"
R359804,"1714 BARRILLA ST, CEDAR PARK, TX  78613","$527,342",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359804,"2,435 Sq. Ft"
R359805,"1716 BARRILLA ST, CEDAR PARK, TX  78613","$573,251",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359805,"3,558 Sq. Ft"
R359806,"1718 BARRILLA ST, CEDAR PARK, TX  78613","$547,099",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359806,"2,849 Sq. Ft"
R359807,"1720 BARRILLA ST, CEDAR PARK, TX  78613","$557,665",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359807,"3,558 Sq. Ft"
R359808,"1722 BARRILLA ST, CEDAR PARK, TX  78613","$525,694",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359808,"2,791 Sq. Ft"
R359809,"1724 BARRILLA ST, CEDAR PARK, TX  78613","$465,238",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359809,"2,206 Sq. Ft"
R359810,"1726 BARRILLA ST, CEDAR PARK, TX  78613","$566,419",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359810,"3,576 Sq. Ft"
R359811,"SUN CHASE BLVD, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359811,-
R359812,"1701 BARRILLA ST, CEDAR PARK, TX  78613","$479,314",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359812,"2,688 Sq. Ft"
R359813,"1703 BARRILLA ST, CEDAR PARK, TX  78613","$547,570",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359813,"2,395 Sq. Ft"
R359814,"1705 BARRILLA ST, CEDAR PARK, TX  78613","$512,625",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359814,"2,890 Sq. Ft"
R359815,"1707 BARRILLA ST, CEDAR PARK, TX  78613","$487,928",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359815,"2,573 Sq. Ft"
R359816,"1709 BARRILLA ST, CEDAR PARK, TX  78613","$451,639",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359816,"2,254 Sq. Ft"
R359817,"1711 BARRILLA ST, CEDAR PARK, TX  78613","$578,172",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359817,"4,337 Sq. Ft"
R359818,"1713 BARRILLA ST, CEDAR PARK, TX  78613","$628,602",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359818,"3,467 Sq. Ft"
R359819,"1715 BARRILLA ST, CEDAR PARK, TX  78613","$548,983",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359819,"2,409 Sq. Ft"
R359820,"1717 BARRILLA ST, CEDAR PARK, TX  78613","$561,329",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359820,"3,547 Sq. Ft"
R359821,"1719 BARRILLA ST, CEDAR PARK, TX  78613","$553,913",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359821,"2,862 Sq. Ft"
R359822,"1721 BARRILLA ST, CEDAR PARK, TX  78613","$578,878",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359822,"3,297 Sq. Ft"
R359823,"1723 BARRILLA ST, CEDAR PARK, TX  78613","$504,417",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359823,"2,292 Sq. Ft"
R359824,"1435 JENNA LN, CEDAR PARK, TX  78613","$506,384",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359824,"2,633 Sq. Ft"
R359825,"1433 JENNA LN, CEDAR PARK, TX  78613","$518,165",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359825,"2,734 Sq. Ft"
R359826,"SUN CHASE BLVD, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359826,-
R359827,"2000 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$607,206",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359827,"1,805 Sq. Ft"
R359828,"1916 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$380,487",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359828,"1,472 Sq. Ft"
R359829,"1914 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$416,931",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359829,"1,744 Sq. Ft"
R359830,"1912 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$407,244",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359830,"1,756 Sq. Ft"
R359831,"1910 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$408,244",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359831,"1,835 Sq. Ft"
R359832,"1908 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$432,062",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359832,"1,752 Sq. Ft"
R359833,"AZALEA DR, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359833,-
R359834,"1905 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$583,711",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359834,"3,025 Sq. Ft"
R359835,"1907 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$415,987",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359835,"1,883 Sq. Ft"
R359836,"1909 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$424,378",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359836,"1,740 Sq. Ft"
R359837,"1911 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$381,683",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359837,"1,484 Sq. Ft"
R359838,"1913 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$409,597",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359838,"1,795 Sq. Ft"
R359839,"1912 ECLIPSE CV, CEDAR PARK, TX  78613","$414,703",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359839,"1,756 Sq. Ft"
R359840,"1910 ECLIPSE CV, CEDAR PARK, TX  78613","$386,914",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359840,"1,504 Sq. Ft"
R359841,"1908 ECLIPSE CV, CEDAR PARK, TX  78613","$466,627",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359841,"1,843 Sq. Ft"
R359842,"1906 ECLIPSE CV, CEDAR PARK, TX  78613","$550,658",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359842,"2,552 Sq. Ft"
R359843,"1904 ECLIPSE CV, CEDAR PARK, TX  78613","$404,603",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359843,"1,515 Sq. Ft"
R359844,"1902 ECLIPSE CV, CEDAR PARK, TX  78613","$459,179",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359844,"2,312 Sq. Ft"
R359845,"1900 ECLIPSE CV, CEDAR PARK, TX  78613","$626,263",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359845,"3,099 Sq. Ft"
R359846,"1808 ECLIPSE CV, CEDAR PARK, TX  78613","$514,376",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359846,"2,671 Sq. Ft"
R359847,"1806 ECLIPSE CV, CEDAR PARK, TX  78613","$407,244",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359847,"1,756 Sq. Ft"
R359848,"1804 ECLIPSE CV, CEDAR PARK, TX  78613","$385,549",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359848,"1,476 Sq. Ft"
R359849,"1802 ECLIPSE CV, CEDAR PARK, TX  78613","$401,962",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359849,"1,835 Sq. Ft"
R359850,"1800 ECLIPSE CV, CEDAR PARK, TX  78613","$428,603",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359850,"1,752 Sq. Ft"
R359851,"AUTUMN FIRE DR, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359851,-
R359852,"1416 GATOR CREEK DR, CEDAR PARK, TX  78613","$407,069",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359852,"1,752 Sq. Ft"
R359853,"1418 GATOR CREEK DR, CEDAR PARK, TX  78613","$523,222",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359853,"2,538 Sq. Ft"
R359854,"1420 GATOR CREEK DR, CEDAR PARK, TX  78613","$454,996",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359854,"2,310 Sq. Ft"
R359855,"1422 GATOR CREEK DR, CEDAR PARK, TX  78613","$402,501",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359855,"1,891 Sq. Ft"
R359856,"2021 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$447,470",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359856,"1,883 Sq. Ft"
R359857,"2019 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$384,158",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359857,"1,466 Sq. Ft"
R359858,"2017 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$419,094",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359858,"1,715 Sq. Ft"
R359859,"2015 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$408,464",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359859,"1,779 Sq. Ft"
R359860,"2013 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$524,929",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359860,"2,602 Sq. Ft"
R359861,"2009 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$385,597",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359861,"1,472 Sq. Ft"
R359862,"2007 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$417,095",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359862,"1,839 Sq. Ft"
R359863,"2005 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$415,869",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359863,"1,709 Sq. Ft"
R359864,"2003 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$502,481",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359864,"2,308 Sq. Ft"
R359865,"2001 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$586,072",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359865,"2,993 Sq. Ft"
R359866,"2000 ECLIPSE CV, CEDAR PARK, TX  78613","$402,504",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359866,"1,923 Sq. Ft"
R359867,"2002 ECLIPSE CV, CEDAR PARK, TX  78613","$437,038",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359867,"1,736 Sq. Ft"
R359868,"2004 ECLIPSE CV, CEDAR PARK, TX  78613","$400,893",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359868,"1,890 Sq. Ft"
R359869,"2006 ECLIPSE CV, CEDAR PARK, TX  78613","$534,545",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359869,"2,921 Sq. Ft"
R359870,"2008 ECLIPSE CV, CEDAR PARK, TX  78613","$447,180",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359870,"1,964 Sq. Ft"
R359871,"2010 ECLIPSE CV, CEDAR PARK, TX  78613","$380,487",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359871,"1,472 Sq. Ft"
R359872,"2012 ECLIPSE CV, CEDAR PARK, TX  78613","$411,360",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359872,"1,814 Sq. Ft"
R359873,"2014 ECLIPSE CV, CEDAR PARK, TX  78613","$601,416",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359873,"2,592 Sq. Ft"
R359874,"2013 ECLIPSE CV, CEDAR PARK, TX  78613","$411,069",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359874,"1,756 Sq. Ft"
R359875,"2011 ECLIPSE CV, CEDAR PARK, TX  78613","$537,967",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359875,"2,516 Sq. Ft"
R359876,"2009 ECLIPSE CV, CEDAR PARK, TX  78613","$593,594",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359876,"2,986 Sq. Ft"
R359877,"2005 ECLIPSE CV, CEDAR PARK, TX  78613","$377,690",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359877,"1,472 Sq. Ft"
R359878,"2003 ECLIPSE CV, CEDAR PARK, TX  78613","$374,396",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359878,"1,472 Sq. Ft"
R359879,"2001 ECLIPSE CV, CEDAR PARK, TX  78613","$438,198",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359879,"1,955 Sq. Ft"
R359880,"1803 SHOOTING STAR CV, CEDAR PARK, TX  78613","$389,775",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359880,"1,884 Sq. Ft"
R359881,"1801 SHOOTING STAR CV, CEDAR PARK, TX  78613","$515,928",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359881,"2,468 Sq. Ft"
R359882,"1800 SHOOTING STAR CV, CEDAR PARK, TX  78613","$394,410",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359882,"1,472 Sq. Ft"
R359883,"1802 SHOOTING STAR CV, CEDAR PARK, TX  78613","$410,134",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359883,"1,874 Sq. Ft"
R359884,"1804 SHOOTING STAR CV, CEDAR PARK, TX  78613","$526,453",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359884,"2,507 Sq. Ft"
R359885,"1806 SHOOTING STAR CV, CEDAR PARK, TX  78613","$410,482",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359885,"1,635 Sq. Ft"
R359886,"1808 SHOOTING STAR CV, CEDAR PARK, TX  78613","$402,293",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359886,"1,833 Sq. Ft"
R359887,"1901 ECLIPSE CV, CEDAR PARK, TX  78613","$406,791",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359887,"1,927 Sq. Ft"
R359888,"1807 ECLIPSE CV, CEDAR PARK, TX  78613","$490,197",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359888,"2,632 Sq. Ft"
R359889,"1803 ECLIPSE CV, CEDAR PARK, TX  78613","$465,965",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359889,"2,318 Sq. Ft"
R359890,"1801 ECLIPSE CV, CEDAR PARK, TX  78613","$618,029",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359890,"3,068 Sq. Ft"
R359891,"SUN CHASE BLVD, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359891,-
R359892,"2020 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$461,547",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359892,"2,254 Sq. Ft"
R359893,"2018 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$384,096",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359893,"1,475 Sq. Ft"
R359894,"2016 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$402,033",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359894,"1,910 Sq. Ft"
R359895,"2014 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$418,547",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359895,"1,752 Sq. Ft"
R359896,"2012 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$409,517",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359896,"1,611 Sq. Ft"
R359897,"2010 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$427,661",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359897,"1,756 Sq. Ft"
R359898,"2008 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$381,403",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359898,"1,475 Sq. Ft"
R359899,"2006 AUTUMN FIRE DR, CEDAR PARK, TX  78613","$618,585",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359899,"3,074 Sq. Ft"
R359900,"1403 AZALEA DR, CEDAR PARK, TX  78613","$1,896",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R359900,-
R360083,"1903 CLAY LN, CEDAR PARK, TX  78613","$470,801",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360083,"2,364 Sq. Ft"
R360084,"1901 CLAY LN, CEDAR PARK, TX  78613","$423,684",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360084,"1,770 Sq. Ft"
R360085,"2411 SHARON DR, CEDAR PARK, TX  78613","$557,719",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360085,"3,253 Sq. Ft"
R360086,"2409 SHARON DR, CEDAR PARK, TX  78613","$607,584",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360086,"3,121 Sq. Ft"
R360087,"2407 SHARON DR, CEDAR PARK, TX  78613","$403,709",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360087,"1,754 Sq. Ft"
R360088,"2405 SHARON DR, CEDAR PARK, TX  78613","$519,331",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360088,"2,362 Sq. Ft"
R360089,"2403 SHARON DR, CEDAR PARK, TX  78613","$418,545",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360089,"1,985 Sq. Ft"
R360090,"2401 SHARON DR, CEDAR PARK, TX  78613","$450,387",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360090,"2,275 Sq. Ft"
R360091,"2311 SHARON DR, CEDAR PARK, TX  78613","$474,367",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360091,"2,149 Sq. Ft"
R360092,"2309 SHARON DR, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360092,-
R360093,"1904 CLAY LN, CEDAR PARK, TX  78613","$410,917",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360093,"1,968 Sq. Ft"
R360094,"1902 CLAY LN, CEDAR PARK, TX  78613","$420,974",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360094,"1,973 Sq. Ft"
R360095,"1900 CLAY LN, CEDAR PARK, TX  78613","$399,981",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360095,"1,868 Sq. Ft"
R360096,"1808 CLAY LN, CEDAR PARK, TX  78613","$474,145",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360096,"2,330 Sq. Ft"
R360097,"1806 CLAY LN, CEDAR PARK, TX  78613","$419,384",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360097,"1,664 Sq. Ft"
R360098,"1804 CLAY LN, CEDAR PARK, TX  78613","$548,753",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360098,"2,841 Sq. Ft"
R360099,"1802 CLAY LN, CEDAR PARK, TX  78613","$403,482",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360099,"1,751 Sq. Ft"
R360100,"1800 CLAY LN, CEDAR PARK, TX  78613","$456,744",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360100,"2,291 Sq. Ft"
R360101,"1708 CLAY LN, CEDAR PARK, TX  78613","$553,802",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360101,"3,557 Sq. Ft"
R360102,"1706 CLAY LN, CEDAR PARK, TX  78613","$539,140",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360102,"2,789 Sq. Ft"
R360103,"1704 CLAY LN, CEDAR PARK, TX  78613","$448,184",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360103,"2,064 Sq. Ft"
R360104,"1702 CLAY LN, CEDAR PARK, TX  78613","$615,157",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360104,"3,152 Sq. Ft"
R360105,"1700 CLAY LN, CEDAR PARK, TX  78613","$445,132",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360105,"2,236 Sq. Ft"
R360106,"2312 ELEANOR WAY, CEDAR PARK, TX  78613","$561,451",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360106,"2,608 Sq. Ft"
R360107,"2310 ELEANOR WAY, CEDAR PARK, TX  78613","$577,955",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360107,"2,448 Sq. Ft"
R360108,"2308 ELEANOR WAY, CEDAR PARK, TX  78613","$424,833",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360108,"2,000 Sq. Ft"
R360109,"2306 ELEANOR WAY, CEDAR PARK, TX  78613","$454,231",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360109,"2,256 Sq. Ft"
R360110,"2304 ELEANOR WAY, CEDAR PARK, TX  78613","$505,719",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360110,"2,520 Sq. Ft"
R360111,"2302 ELEANOR WAY, CEDAR PARK, TX  78613","$591,858",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360111,"3,161 Sq. Ft"
R360112,"2300 ELEANOR WAY, CEDAR PARK, TX  78613","$618,741",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360112,"3,507 Sq. Ft"
R360113,"2208 ELEANOR WAY, CEDAR PARK, TX  78613","$529,413",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360113,"2,789 Sq. Ft"
R360114,"2206 ELEANOR WAY, CEDAR PARK, TX  78613","$543,994",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360114,"2,540 Sq. Ft"
R360115,"2204 ELEANOR WAY, CEDAR PARK, TX  78613","$447,617",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360115,"1,861 Sq. Ft"
R360116,"2202 ELEANOR WAY, CEDAR PARK, TX  78613","$484,503",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360116,"2,593 Sq. Ft"
R360117,"2200 ELEANOR WAY, CEDAR PARK, TX  78613","$581,368",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360117,"2,423 Sq. Ft"
R360118,"SHARON DR, CEDAR PARK, TX  78613",$300,https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360118,-
R360119,"2412 SHARON DR, CEDAR PARK, TX  78613","$432,875",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360119,"1,960 Sq. Ft"
R360120,"2410 SHARON DR, CEDAR PARK, TX  78613","$564,920",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360120,"3,054 Sq. Ft"
R360121,"2408 SHARON DR, CEDAR PARK, TX  78613","$447,618",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360121,"2,214 Sq. Ft"
R360122,"2406 SHARON DR, CEDAR PARK, TX  78613","$512,685",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360122,"2,680 Sq. Ft"
R360123,"2404 SHARON DR, CEDAR PARK, TX  78613","$399,937",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360123,"2,186 Sq. Ft"
R360124,"2203 ELEANOR WAY, CEDAR PARK, TX  78613","$555,143",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360124,"3,310 Sq. Ft"
R360125,"2205 ELEANOR WAY, CEDAR PARK, TX  78613","$549,055",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360125,"3,643 Sq. Ft"
R360126,"2207 ELEANOR WAY, CEDAR PARK, TX  78613","$536,923",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360126,"3,359 Sq. Ft"
R360127,"2307 ELEANOR WAY, CEDAR PARK, TX  78613","$509,546",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360127,"2,619 Sq. Ft"
R360128,"2309 ELEANOR WAY, CEDAR PARK, TX  78613","$442,054",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360128,"2,268 Sq. Ft"
R360129,"2311 ELEANOR WAY, CEDAR PARK, TX  78613","$520,038",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360129,"2,489 Sq. Ft"
R360130,"1709 CLAY LN, CEDAR PARK, TX  78613","$518,463",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360130,"2,321 Sq. Ft"
R360131,"1801 CLAY LN, CEDAR PARK, TX  78613","$448,715",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360131,"2,238 Sq. Ft"
R360132,"1803 CLAY LN, CEDAR PARK, TX  78613","$523,269",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R360132,"2,740 Sq. Ft"
R363992,"2313 SANDRA DR, CEDAR PARK, TX  78613","$599,105",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R363992,"3,115 Sq. Ft"
R364085,"2311 SANDRA DR, CEDAR PARK, TX  78613","$523,459",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R364085,"2,648 Sq. Ft"
R364086,"2309 SANDRA DR, CEDAR PARK, TX  78613","$474,885",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R364086,"2,379 Sq. Ft"
R364087,"2307 SANDRA DR, CEDAR PARK, TX  78613","$456,185",https://search.wcad.org/Property-Detail/PropertyQuickRefID/R364087,"2,296 Sq. Ft"
